identifier,series,control_symbol,title,contents_date_str,contents_start_date,contents_end_date,location,access_status,access_decision_date_str,access_decision_date,reasons,harvest_year,current_status,current_barcode,current_decision_date
32407248,M880,994,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'I']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,08 Jan 2019,2019-01-08,Closed period,2019,Open,,2020-09-17
32407249,M880,994A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Independent Contractors]",1992 - 1993,1992-01-01,1993-01-01,Canberra,Closed,23 Jan 2019,2019-01-23,Closed period,2019,Open,,2020-09-17
32407251,M880,994C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'K']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,30 Jan 2019,2019-01-30,Closed period,2019,Open,,2020-09-17
32407253,M880,994E,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - ']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-09-17
32407254,M880,995,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'Mc""]",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,26 Feb 2019,2019-02-26,Closed period,2019,Open,,2020-09-17
32407255,M880,995A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'M']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open with exception,,2020-09-17
32407256,M880,995B,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'M']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407257,M880,995C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'M']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407258,M880,995D,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'M']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,06 Feb 2019,2019-02-06,Closed period,2019,Open with exception,,2020-09-17
32407259,M880,996,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'N']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,12 Feb 2019,2019-02-12,Closed period,2019,Open,,2020-09-17
32407260,M880,996A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'N']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,12 Feb 2019,2019-02-12,Closed period,2019,Open,,2020-09-17
32407261,M880,996B,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'N']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-09-17
32407262,M880,996C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'O']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open with exception,,2020-09-17
32407263,M880,996D,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'P']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,12 Feb 2019,2019-02-12,Closed period,2019,Open with exception,,2020-09-17
32407264,M880,996E,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'P']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407265,M880,997,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'O']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407266,M880,997A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'Q']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407267,M880,997B,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'R']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407268,M880,997C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'R']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-09-17
32407269,M880,997D,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'S']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407270,M880,997E,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'S']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,06 Feb 2019,2019-02-06,Closed period,2019,Open,,2020-09-17
32407271,M880,997F,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'S']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,12 Feb 2019,2019-02-12,Closed period,2019,Open,,2020-09-17
32407272,M880,998,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'T']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-17
32407273,M880,998A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'T']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407274,M880,998B,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'U']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407275,M880,998C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'V']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-17
32407276,M880,998D,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'W']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open with exception,,2020-09-17
32407277,M880,998E,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'W']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-17
32407278,M880,998F,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'W']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407279,M880,998G,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'W']",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,06 Feb 2019,2019-02-06,Closed period,2019,Open with exception,,2020-09-17
32407280,M880,998H,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Westpac Banking Corporation]",1993 - 1993,1993-01-01,1993-01-01,Canberra,Closed,06 Feb 2019,2019-02-06,Closed period,2019,Open,,2020-09-17
32407282,M880,998J,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - 'X, Y, Z']",1991 - 1993,1991-01-01,1993-01-01,Canberra,Closed,06 Feb 2019,2019-02-06,Closed period,2019,Open,,2020-09-17
32407283,M880,999,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Pro Monarchy and Pro Republican Standards]",1991 - 1994,1991-01-01,1994-01-01,Canberra,Closed,20 Feb 2019,2019-02-20,Closed period,2019,Open,,2020-09-17
32407284,M880,999A,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Pro Monarchy and Pro Republican Standards]",1991 - 1994,1991-01-01,1994-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407285,M880,999B,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Pro Monarchy and Pro Republican Standards]",1991 - 1994,1991-01-01,1994-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-17
32407286,M880,999C,"[Correspondence maintained by Hon John Howard in his capacity as Shadow Minister for Industrial Relations, Employment and Training - Pro Monarchy and Pro Republican Standards]",1991 - 1994,1991-01-01,1994-01-01,Canberra,Closed,05 Feb 2019,2019-02-05,Closed period,2019,Open,,2020-09-17
32407377,M880,500,[Transcripts and newspaper clippings relating to the Liberal Party maintained by Hon John Howard during the Opposition period],1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-09-03
32407378,M880,500A,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'L',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,26 Feb 2019,2019-02-26,Closed period,2019,Open,,2020-09-03
32407379,M880,500B,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'L',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-10-19
32407380,M880,500C,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March/April - 'L',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2019,2019-02-27,Closed period,2019,Open,,2020-10-19
32407381,M880,500D,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - December - 'L',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,06 Mar 2019,2019-03-06,Closed period,2019,Open,,2020-10-19
32407382,M880,501,[Correspondence maintained by Hon John Howard during the Opposition period] Correspondence Dr Hewson 1990,1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,12 Feb 2019,2019-02-12,Closed period,2019,Open,,2020-10-19
32407383,M880,501A,[Correspondence maintained by Hon John Howard during the Opposition period] Opposition Whip 1990,1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,06 Mar 2019,2019-03-06,Closed period,2019,Open,,2020-10-19
32407384,M880,501B,"[Records maintained by Hon John Howard relating to his attendance at the International Labour Conference in Geneva, 1990]",1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,30 Apr 2019,2019-04-30,Closed period,2019,Open,,2020-09-03
32407385,M880,502,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - June - August - 'B',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open,,2020-10-19
32407386,M880,502A,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - September - December - 'B',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2019,2019-05-01,Closed period,2019,Open,,2020-09-03
32407387,M880,502B,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'C',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open,,2020-09-03
32407388,M880,502C,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'C',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,06 Mar 2019,2019-03-06,Closed period,2019,Open,,2020-10-19
32407389,M880,502D,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March - 'C',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,30 Apr 2019,2019-04-30,Closed period,2019,Open,,2020-10-19
32407390,M880,502E,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - April - 'C',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-10-19
32407391,M880,502F,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - 'C',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open,,2020-10-19
32407393,M880,503A,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - August - December - 'H',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2019,2019-05-01,Closed period,2019,Open with exception,,2020-09-03
32407394,M880,503B,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'I',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,12 Mar 2019,2019-03-12,Closed period,2019,Open,,2020-10-19
32407395,M880,503C,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'I',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,12 Mar 2019,2019-03-12,Closed period,2019,Open,,2020-10-19
32407396,M880,503D,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March/April - 'I',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2019,2019-05-01,Closed period,2019,Open,,2020-10-19
32407397,M880,503E,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - December - 'I',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2019,2019-05-01,Closed period,2019,Open with exception,,2020-09-03
32407398,M880,503F,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'J',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2019,2019-05-01,Closed period,2019,Open,,2020-09-03
32407399,M880,503G,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'J',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,07 May 2019,2019-05-07,Closed period,2019,Open with exception,,2020-09-03
32407400,M880,503H,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March/April - 'J',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open,,2020-09-03
32407401,M880,503I,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - April - November - 'J',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open,,2020-09-03
32407402,M880,503J,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,26 Feb 2019,2019-02-26,Closed period,2019,Open with exception,,2020-09-03
32407403,M880,503K,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,07 May 2019,2019-05-07,Closed period,2019,Open,,2020-09-03
32407404,M880,503L,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,12 Mar 2019,2019-03-12,Closed period,2019,Open with exception,,2020-09-03
32407405,M880,503M,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - April - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,12 Mar 2019,2019-03-12,Closed period,2019,Open,,2020-09-03
32407406,M880,503N,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - December - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Mar 2019,2019-03-13,Closed period,2019,Open with exception,,2020-09-03
32407407,M880,503O,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - June - December - 'K',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Mar 2019,2019-03-13,Closed period,2019,Open,,2020-09-03
32407410,M880,504A,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition],1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-10-19
32407411,M880,504B,[Correspondence maintained by Hon John Howard during the Opposition period],1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-03
32407412,M880,504C,[Correspondence maintained by Hon John Howard during the Opposition period],1990 - 1990,1990-01-01,1990-01-01,Canberra,Closed,13 Feb 2019,2019-02-13,Closed period,2019,Open,,2020-09-03
32407428,M880,505,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'E',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,16 Apr 2019,2019-04-16,Closed period,2019,Open with exception,,2020-09-03
32407429,M880,505A,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - April - 'E',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,17 Apr 2019,2019-04-17,Closed period,2019,Open,,2020-09-03
32407430,M880,505B,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - June - November - 'E',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,17 Apr 2019,2019-04-17,Closed period,2019,Open,,2020-09-03
32407431,M880,505C,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - December - 'E',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,10 Apr 2019,2019-04-10,Closed period,2019,Open,,2020-09-03
32407432,M880,505D,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - January - 'F',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,10 Apr 2019,2019-04-10,Closed period,2019,Open,,2020-09-03
32407433,M880,505E,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'F',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,16 Apr 2019,2019-04-16,Closed period,2019,Open,,2020-09-03
32407434,M880,505F,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - March - 'F',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Mar 2019,2019-03-13,Closed period,2019,Open,,2020-09-03
32407435,M880,505G,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - April - 'F',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,13 Mar 2019,2019-03-13,Closed period,2019,Open,,2020-09-03
32407436,M880,505H,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - 'F',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,16 Apr 2019,2019-04-16,Closed period,2019,Open with exception,,2020-09-03
32407437,M880,505I,[Correspondence maintained by Hon John Howard during the Opposition period] - First Boston,1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,12 Mar 2019,2019-03-12,Closed period,2019,Open,,2020-10-19
32407444,M880,507,[Miscellaneous correspondence maintained by Hon John Howard during the Opposition period],1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,05 Mar 2019,2019-03-05,Closed period,2019,Open with exception,,2020-09-03
32407490,M880,514I,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition],1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,09 May 2018,2018-05-09,Closed period,2019,Open,,2020-10-19
32407500,M880,515I,[Form letter template from Hon Peter Durack to Shadow Ministers],1987 - 1987,1987-01-01,1987-01-01,Canberra,Closed,28 Mar 2018,2018-03-28,Closed period,2019,Open,,2020-10-19
32407504,M880,515M,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition],1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,28 Mar 2018,2018-03-28,Closed period,2019,Open,,2020-10-19
32407511,M880,516A,Royal Commission of Inquiry into Alleged Telephone Interceptions - final report - Volume 2 - Commissioner: The Hon. Mr Justice D.G. Stewart - April 1986,1986 - 1986,1986-01-01,1986-01-01,Canberra,Closed,09 May 2018,2018-05-09,Withheld pending adv,2019,Open,,2020-03-17
32407531,M880,518E,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] - Constitutional/Local Government,1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,21 Mar 2018,2018-03-21,Closed period,2019,Open,,2020-09-03
32407533,M880,518G,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] - Local Government Response,1988 - 1988,1988-01-01,1988-01-01,Canberra,Closed,21 Mar 2018,2018-03-21,Closed period,2019,Open,,2020-09-03
32407534,M880,519,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,03 Apr 2018,2018-04-03,Closed period,2019,Open,,2020-09-03
32407535,M880,519A,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - February - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,09 May 2018,2018-05-09,Closed period,2019,Open,,2020-09-03
32407536,M880,519B,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - March - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,04 Apr 2018,2018-04-04,Closed period,2019,Open,,2020-09-03
32407537,M880,519C,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - April - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,22 May 2018,2018-05-22,Closed period,2019,Open,,2020-09-04
32407538,M880,519D,[Correspondence maintained by Hon John Howard during the Opposition period] - 1989 - May - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,15 May 2018,2018-05-15,Closed period,2019,Open,,2020-09-17
32407539,M880,519E,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - June - August - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,22 May 2018,2018-05-22,Closed period,2019,Open,,2020-09-03
32407540,M880,519F,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - September/October - 'A',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,09 May 2018,2018-05-09,Closed period,2019,Open,,2020-09-03
32407547,M880,521,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'W',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,18 Apr 2018,2018-04-18,Closed period,2019,Open with exception,,2020-09-04
32407548,M880,521A,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - February - 'W',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,22 May 2018,2018-05-22,Closed period,2019,Open with exception,,2020-09-16
32407549,M880,521B,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - March - 'W',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,04 Apr 2018,2018-04-04,Closed period,2019,Open with exception,,2020-09-16
32407550,M880,521C,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - April - 'W',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,04 Apr 2018,2018-04-04,Closed period,2019,Open,,2020-09-03
32407551,M880,521D,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - July - 'W',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,10 Apr 2018,2018-04-10,Closed period,2019,Open with exception,,2020-09-03
32407553,M880,521F,[Correspondence maintained by Hon John Howard during the Opposition period] - 'W',1986 - 1989,1986-01-01,1989-01-01,Canberra,Closed,02 May 2018,2018-05-02,Closed period,2019,Open,,2020-09-03
32407555,M880,521H,"[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - February - 'X,Y,Z'",1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,01 May 2018,2018-05-01,Closed period,2019,Open,,2020-09-03
32407557,M880,521J,[Correspondence maintained by Hon John Howard during the Opposition period],1988 - 1989,1988-01-01,1989-01-01,Canberra,Closed,24 Apr 2018,2018-04-24,Closed period,2019,Open,,2020-09-03
32407558,M880,522,[Background material for overseas visits - maintained by Hon John Howard during the Opposition period],1988 - 1989,1988-01-01,1989-01-01,Canberra,Closed,17 Apr 2018,2018-04-17,Closed period,2019,Open,,2020-09-03
32407561,M880,522C,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'T',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2018,2018-02-27,Closed period,2019,Open,,2020-09-03
32407563,M880,522E,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - March - 'T',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,28 Feb 2018,2018-02-28,Closed period,2019,Open,,2020-09-03
32407564,M880,522F,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - April - 'T',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2018,2018-02-27,Closed period,2019,Open,,2020-09-03
32407565,M880,522G,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - 'T',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,28 Feb 2018,2018-02-28,Closed period,2019,Open,,2020-09-03
32407566,M880,522H,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - June - December - 'T',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,23 Apr 2018,2018-04-23,Closed period,2019,Open,,2020-09-03
32407567,M880,522I,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'U',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,23 Apr 2018,2018-04-23,Closed period,2019,Open,,2020-09-03
32407568,M880,522J,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - February - November - 'U',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,23 Apr 2018,2018-04-23,Closed period,2019,Open,,2020-09-03
32407569,M880,522K,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'V',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,17 Apr 2018,2018-04-17,Closed period,2019,Open,,2020-09-03
32407570,M880,522L,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - February - 'V',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,24 Apr 2018,2018-04-24,Closed period,2019,Open,,2020-09-03
32407571,M880,522M,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - April - 'V',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,27 Feb 2018,2018-02-27,Closed period,2019,Open,,2020-09-03
32407572,M880,522N,[Correspondence maintained by Hon John Howard during the Opposition period] 1989 - May - December - 'V',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,28 Feb 2018,2018-02-28,Closed period,2019,Open,,2020-09-03
32407573,M880,524,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - January - 'P',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,28 Feb 2018,2018-02-28,Closed period|MAKE YOUR SELECTION,2019,Open,,2020-09-03
32407574,M880,524A,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - February - 'P',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,06 Mar 2018,2018-03-06,Closed period,2019,Open,,2020-09-03
32407576,M880,524C,[Correspondence maintained by Hon John Howard in his capacity as Leader of the Opposition] 1989 - April- 'P',1989 - 1989,1989-01-01,1989-01-01,Canberra,Closed,14 Aug 2018,2018-08-14,Closed period,2019,Open with exception,,2020-09-04
